animal_id,outcome_type
A760558,Euthanasia
A730212,Adoption
A703878,Transfer
A697411,Adoption
A717200,Euthanasia
A682928,Adoption
A749993,Transfer
A738364,Euthanasia
A673176,Adoption
A720346,Transfer
A705076,Transfer
A733727,Transfer
A672532,Transfer
A691754,Transfer
A739822,Transfer
A667884,Transfer
A688823,Adoption
A702569,Transfer
A680248,Adoption
A574488,Return to Owner
A730980,Transfer
A702114,Euthanasia
A666185,Transfer
A661157,Adoption
A743665,Transfer
A758904,Transfer
A688274,Adoption
A745882,Adoption
A682140,Adoption
A727899,Euthanasia
A713156,Transfer
A752647,Adoption
A671266,Return to Owner
A711703,Transfer
A760219,Transfer
A686177,Transfer
A687393,Return to Owner
A685481,Adoption
A721106,Adoption
A695845,Transfer
A756116,Transfer
A658124,Return to Owner
A664688,Adoption
A723731,Adoption
A730164,Return to Owner
A709600,Transfer
A642185,Return to Owner
A708551,Return to Owner
A710029,Adoption
A733348,Adoption
A664992,Transfer
A701212,Return to Owner
A718414,Return to Owner
A737934,Adoption
A719037,Adoption
A730891,Adoption
A707198,Adoption
A701223,Transfer
A674937,Transfer
A670477,Euthanasia
A702142,Transfer
A726833,Transfer
A685368,Transfer
A742106,Return to Owner
A728337,Adoption
A747552,Transfer
A549098,Return to Owner
A718579,Transfer
A733642,Transfer
A756230,Adoption
A693413,Transfer
A735200,Transfer
A689937,Adoption
A760587,Adoption
A710324,Adoption
A685002,Adoption
A651000,Return to Owner
A709782,Transfer
A714193,Adoption
A760810,Transfer
A728610,Euthanasia
A692434,Transfer
A693653,Transfer
A763357,Transfer
A740066,Adoption
A736035,Adoption
A638206,Return to Owner
A721508,Transfer
A608917,Transfer
A750530,Euthanasia
A713003,Adoption
A707817,Transfer
A680107,Euthanasia
A676263,Adoption
A750083,Rto-Adopt
A735029,Adoption
A664996,Transfer
A703585,Adoption
A674819,Transfer
A634508,Return to Owner
A682720,Return to Owner
A680684,Transfer
A699504,Euthanasia
A671729,Transfer
A500002,Return to Owner
A506775,Transfer
A695960,Return to Owner
A729118,Adoption
A737306,Transfer
A728439,Transfer
A739413,Transfer
A679588,Adoption
A679594,Adoption
A735022,Adoption
A752134,Transfer
A698770,Adoption
A715879,Adoption
A667724,Transfer
A741551,Disposal
A730890,Transfer
A646062,Return to Owner
A759511,Adoption
A688242,Disposal
A701891,Transfer
A694987,Return to Owner
A697210,Return to Owner
A699933,Adoption
A712936,Adoption
A668421,Euthanasia
A703123,Transfer
A696516,Adoption
A710583,Adoption
A705439,Euthanasia
A677355,Euthanasia
A752600,Transfer
A701477,Return to Owner
A694647,Adoption
A679680,Euthanasia
A747739,Adoption
A704293,Transfer
A700664,Transfer
A728275,Adoption
A691753,Return to Owner
A693692,Return to Owner
A722498,Transfer
A715170,Died
A684110,Euthanasia
A753351,Adoption
A667812,Adoption
A704731,Transfer
A710752,Transfer
A764549,Euthanasia
A693185,Adoption
A713025,Return to Owner
A750434,Transfer
A685942,Transfer
A716871,Transfer
A659642,Transfer
A763889,Transfer
A729185,Adoption
A696628,Euthanasia
A756751,Euthanasia
A762727,Adoption
A687757,Adoption
A687738,Transfer
A708031,Return to Owner
A690342,Adoption
A741173,Return to Owner
A680249,Adoption
A663479,Transfer
A729078,Adoption
A697890,Return to Owner
A752883,Rto-Adopt
A674631,Adoption
A706055,Transfer
A738415,Return to Owner
A684196,Transfer
A613088,Transfer
A689438,Adoption
A748510,Return to Owner
A687344,Adoption
A676035,Return to Owner
A739377,Transfer
A693555,Return to Owner
A662880,Adoption
A729331,Transfer
A749525,Transfer
A675172,Transfer
A755562,Transfer
A679916,Adoption
A724125,Adoption
A696472,Return to Owner
A682664,Euthanasia
A752356,Adoption
A721876,Return to Owner
A750386,Transfer
A750485,Transfer
A762985,Adoption
A749120,Adoption
A625197,Euthanasia
A710462,Transfer
A709225,Return to Owner
A739799,Transfer
A677938,Transfer
A691733,Adoption
A667323,Transfer
A691383,Return to Owner
A726471,Transfer
A666538,Return to Owner
A732022,Adoption
A712971,Transfer
A516260,Euthanasia
A762083,Transfer
A679154,Euthanasia
A742930,Euthanasia
A475944,Return to Owner
A723201,Euthanasia
A763639,Return to Owner
A765273,Rto-Adopt
A697647,Return to Owner
A693331,Transfer
A737170,Return to Owner
A740110,Transfer
A678791,Transfer
A691551,Adoption
A745070,Return to Owner
A712542,Adoption
A751087,Return to Owner
A746027,Transfer
A721380,Adoption
A734609,Adoption
A713154,Transfer
A695788,Euthanasia
A742700,Return to Owner
A732851,Adoption
A714203,Adoption
A759269,Transfer
A735476,Return to Owner
A665736,Adoption
A722514,Adoption
A707285,Adoption
A748292,Adoption
A596942,Return to Owner
A682472,Adoption
A736400,Transfer
A691657,Adoption
A763082,Transfer
A709312,Adoption
A762451,Transfer
A703887,Transfer
A730468,Adoption
A722041,Return to Owner
A690527,Transfer
A696149,Transfer
A665990,Return to Owner
A570162,Transfer
A714852,Transfer
A685079,Return to Owner
A705123,Return to Owner
A689887,Transfer
A722067,Transfer
A430501,Euthanasia
A662218,Adoption
A713158,Euthanasia
A729846,Transfer
A730926,Transfer
A756744,Adoption
A667750,Return to Owner
A701006,Adoption
A761125,Euthanasia
A701455,Adoption
A731913,Adoption
A726406,Adoption
A715353,Adoption
A695936,Transfer
A732377,Died
A761528,Return to Owner
A664586,Transfer
A671825,Adoption
A690688,Transfer
A732346,Transfer
A712145,Adoption
A749241,Adoption
A715754,Adoption
A679891,Euthanasia
A751680,Return to Owner
A698540,Adoption
A682821,Transfer
A672344,Transfer
A711334,Adoption
A754672,Adoption
A726029,Return to Owner
A747958,Transfer
A716911,Return to Owner
A715876,Adoption
A758460,Adoption
A719124,Adoption
A670038,Adoption
A744870,Transfer
A731888,Transfer
A699397,Transfer
A731013,Return to Owner
A736677,Adoption
A683404,Adoption
A756876,Adoption
A746420,Adoption
A727261,Transfer
A684577,Return to Owner
A761678,Return to Owner
A666913,Transfer
A701587,Euthanasia
A685124,Return to Owner
A675509,Adoption
A748058,Adoption
A709989,Transfer
A700932,Transfer
A745984,Return to Owner
A764391,Euthanasia
A750889,Adoption
A764805,Adoption
A710278,Transfer
A678414,Adoption
A488066,Adoption
A738249,Return to Owner
A741631,Transfer
A759779,Transfer
A732018,Adoption
A613689,Return to Owner
A710110,Adoption
A742758,Adoption
A681598,Adoption
A665851,Euthanasia
A738268,Return to Owner
A701898,Return to Owner
A703795,Euthanasia
A685671,Transfer
A674068,Adoption
A740445,Adoption
A680419,Transfer
A728053,Adoption
A746160,Transfer
A731458,Adoption
A737266,Transfer
A732990,Adoption
A756442,Adoption
A709304,Adoption
A727021,Euthanasia
A680985,Adoption
A689734,Return to Owner
A719158,Adoption
A751604,Transfer
A665624,Adoption
A686124,Transfer
A722247,Adoption
A709482,Transfer
A728395,Adoption
A747318,Euthanasia
A736866,Return to Owner
A599639,Return to Owner
A682483,Adoption
A685165,Transfer
A700689,Adoption
A729400,Transfer
A741837,Adoption
A713836,Transfer
A680004,Transfer
A749945,Adoption
A619269,Euthanasia
A755074,Return to Owner
A684949,Adoption
A690542,Adoption
A680875,Return to Owner
A719301,Euthanasia
A691208,Adoption
A672655,Adoption
A723688,Adoption
A733014,Return to Owner
A716029,Transfer
A759530,Adoption
A736433,Adoption
A667499,Euthanasia
A745268,Euthanasia
A730157,Adoption
A696248,Transfer
A682057,Adoption
A664267,Return to Owner
A758658,Adoption
A671220,Transfer
A703282,Transfer
A738345,Return to Owner
A673032,Return to Owner
A700452,Transfer
A673205,Transfer
A742498,Transfer
A675775,Transfer
A736680,Adoption
A747743,Adoption
A729267,Transfer
A703055,Transfer
A694183,Return to Owner
A691537,Adoption
A736334,Return to Owner
A757640,Transfer
A735849,Adoption
A763049,Return to Owner
A712753,Adoption
A738863,Euthanasia
A686961,Transfer
A672142,Transfer
A710334,Transfer
A764105,Adoption
A681208,Return to Owner
A749908,Transfer
A750999,Transfer
A688300,Transfer
A723421,Transfer
A692337,Adoption
A754077,Adoption
A700710,Adoption
A664991,Adoption
A753184,Adoption
A741460,Adoption
A735667,Transfer
A744972,Transfer
A759822,Adoption
A717388,Return to Owner
A604442,Return to Owner
A719925,Adoption
A697821,Transfer
A722093,Adoption
A745608,Return to Owner
A721975,Return to Owner
A665701,Euthanasia
A725066,Transfer
A735528,Return to Owner
A733037,Transfer
A709548,Transfer
A712335,Return to Owner
A706132,Adoption
A674511,Euthanasia
A734327,Return to Owner
A726634,Transfer
A705755,Transfer
A733737,Transfer
A741329,Adoption
A727241,Transfer
A724372,Transfer
A759653,Adoption
A666090,Adoption
A685631,Transfer
A686550,Transfer
A670388,Euthanasia
A683879,Euthanasia
A711772,Transfer
A693908,Transfer
A700394,Return to Owner
A739091,Return to Owner
A746498,Adoption
A717299,Return to Owner
A690792,Transfer
A704428,Transfer
A682323,Transfer
A749793,Transfer
A689442,Transfer
A725011,Return to Owner
A684131,Transfer
A678867,Transfer
A636914,Return to Owner
A726729,Died
A697717,Adoption
A708850,Transfer
A742681,Adoption
A667422,Transfer
A687796,Transfer
A737074,Euthanasia
A669372,Adoption
A695384,Adoption
A732720,Adoption
A713283,Adoption
A737566,Euthanasia
A700128,Adoption
A703418,Adoption
A759462,Transfer
A699290,Transfer
A737478,Adoption
A685252,Transfer
A668206,Transfer
A682053,Adoption
A700668,Adoption
A760153,Adoption
A679634,Return to Owner
A741420,Adoption
A746861,Transfer
A712336,Adoption
A700396,Return to Owner
A682106,Transfer
A710705,Transfer
A687902,Transfer
A714142,Transfer
A728251,Euthanasia
A758070,Adoption
A696286,Return to Owner
A723028,Euthanasia
A722900,Transfer
A757594,Adoption
A726364,Adoption
A735102,Adoption
A700931,Transfer
A684151,Adoption
A465930,Return to Owner
A755532,Adoption
A727948,Return to Owner
A667942,Adoption
A761034,Return to Owner
A711642,Transfer
A673556,Adoption
A676057,Return to Owner
A607228,Return to Owner
A745859,Transfer
A732200,Euthanasia
A669477,Transfer
A740238,Return to Owner
A685800,Euthanasia
A692955,Adoption
A671425,Return to Owner
A735280,Adoption
A664324,Return to Owner
A680883,Adoption
A729299,Died
A664840,Adoption
A638819,Euthanasia
A730065,Adoption
A706765,Transfer
A662863,Transfer
A680759,Transfer
A672418,Euthanasia
A720475,Adoption
A719830,Euthanasia
A691688,Adoption
A744424,Adoption
A708432,Transfer
A703520,Transfer
A676430,Adoption
A677102,Transfer
A681872,Adoption
A741669,Adoption
A683836,Transfer
A676155,Transfer
A723744,Return to Owner
A690554,Adoption
A722039,Adoption
A730026,Return to Owner
A764456,Adoption
A743428,Adoption
A683451,Transfer
A702421,Adoption
A710567,Adoption
A675347,Transfer
A699822,Return to Owner
A498537,Return to Owner
A675233,Adoption
A720698,Return to Owner
A757444,Transfer
A667200,Transfer
A705821,Adoption
A695935,Euthanasia
A670089,Adoption
A700912,Transfer
A735177,Euthanasia
A683721,Transfer
A760468,Adoption
A761044,Adoption
A686040,Disposal
A701117,Adoption
A683454,Transfer
A743047,Transfer
A757330,Adoption
A745396,Transfer
A688484,Return to Owner
A726246,Euthanasia
A743717,Adoption
A764870,Return to Owner
A668550,Transfer
A734664,Transfer
A678324,Transfer
A704793,Adoption
A663684,Adoption
A710461,Adoption
A743165,Adoption
A687782,Return to Owner
A749726,Adoption
A719046,Adoption
A746237,Adoption
A693806,Return to Owner
A737774,Transfer
A693322,Adoption
A671885,Transfer
A762990,Euthanasia
A761451,Transfer
A627554,Return to Owner
A737460,Euthanasia
A671871,Adoption
A758033,Adoption
A765044,Euthanasia
A712375,Adoption
A726378,Adoption
A394547,Return to Owner
A721958,Euthanasia
A706257,Adoption
A761758,Transfer
A703972,Return to Owner
A727508,Adoption
A452508,Adoption
A659844,Adoption
A696631,Return to Owner
A718524,Transfer
A633632,Transfer
A683703,Adoption
A664263,Transfer
A702522,Euthanasia
A679694,Adoption
A698404,Return to Owner
A741084,Adoption
A721893,Return to Owner
A759755,Adoption
A750201,Adoption
A704185,Transfer
A746460,Adoption
A712985,Transfer
A737469,Transfer
A706387,Adoption
A683415,Adoption
A708359,Adoption
A668580,Transfer
A694502,Adoption
A706468,Transfer
A734544,Transfer
A762940,Transfer
A716976,Transfer
A721504,Adoption
A710957,Adoption
A713727,Transfer
A728611,Return to Owner
A737879,Transfer
A685588,Adoption
A715483,Transfer
A697974,Adoption
A679341,Transfer
A665872,Return to Owner
A689181,Adoption
A701617,Return to Owner
A251214,Return to Owner
A670543,Transfer
A694056,Transfer
A712802,Return to Owner
A716664,Adoption
A597665,Euthanasia
A750992,Transfer
A763826,Adoption
A757242,Adoption
A680794,Return to Owner
A669090,Return to Owner
A682072,Adoption
A682143,Transfer
A706047,Return to Owner
A732424,Transfer
A665675,Transfer
A744630,Transfer
A679537,Return to Owner
A763630,Return to Owner
A670205,Adoption
A718881,Transfer
A716586,Transfer
A707559,Return to Owner
A700357,Euthanasia
A715058,Return to Owner
A706963,Euthanasia
A691666,Adoption
A749302,Rto-Adopt
A673122,Adoption
A690072,Transfer
A745891,Adoption
A712670,Adoption
A752001,Return to Owner
A702156,Transfer
A707657,Adoption
A711424,Transfer
A727953,Adoption
A681908,Adoption
A758052,Adoption
A714363,Adoption
A724917,Adoption
A707363,Adoption
A690978,Euthanasia
A765178,Adoption
A679464,Adoption
A693319,Euthanasia
A710106,Adoption
A734706,Adoption
A698161,Adoption
A734689,Adoption
A735966,Died
A757504,Return to Owner
A746289,Transfer
A765494,Return to Owner
A703894,Adoption
A726570,Adoption
A676340,Adoption
A695686,Return to Owner
A677176,Died
A689581,Adoption
A696961,Return to Owner
A706838,Adoption
A728883,Euthanasia
A713324,Transfer
A755839,Adoption
A688072,Transfer
A709168,Transfer
A722882,Return to Owner
A681999,Transfer
A679018,Adoption
A687901,Transfer
A284639,Return to Owner
A717469,Transfer
A734218,Adoption
A708512,Transfer
A744451,Adoption
A745171,Adoption
A722972,Return to Owner
A715673,Transfer
A671224,Transfer
A673203,Euthanasia
A702568,Adoption
A712247,Adoption
A692412,Adoption
A717911,Transfer
A656893,Transfer
A711608,Transfer
A668624,Adoption
A678650,Return to Owner
A719663,Adoption
A702168,Return to Owner
A693875,Return to Owner
A714940,Euthanasia
A710531,Adoption
A707619,Return to Owner
A735242,Adoption
A764590,Adoption
A669733,Adoption
A683647,Adoption
A760758,Adoption
A738154,Transfer
A726004,Euthanasia
A722873,Euthanasia
A698843,Adoption
A646538,Adoption
A678647,Return to Owner
A542708,Adoption
A703886,Transfer
A714171,Transfer
A711917,Adoption
A621498,Transfer
A719637,Adoption
A724194,Adoption
A725528,Adoption
A695702,Adoption
A702946,Transfer
A754478,Transfer
A739353,Transfer
A747609,Adoption
A720803,Transfer
A710581,Transfer
A757618,Transfer
A739946,Return to Owner
A764628,Adoption
A515831,Adoption
A697308,Return to Owner
A747889,Adoption
A737777,Transfer
A717018,Adoption
A704480,Transfer
A610476,Return to Owner
A698025,Return to Owner
A721016,Adoption
A686750,Adoption
A670528,Transfer
A703061,Return to Owner
A704320,Transfer
A673727,Transfer
A729427,Transfer
A643424,Return to Owner
A703699,Return to Owner
A682569,Return to Owner
A762679,Return to Owner
A753298,Return to Owner
A707574,Transfer
A752441,Transfer
A711660,Adoption
A670904,Adoption
A746590,Return to Owner
A716073,Transfer
A705813,Transfer
A693271,Adoption
A715328,Return to Owner
A694286,Transfer
A714186,Adoption
A739234,Transfer
A507728,Euthanasia
A671519,Adoption
A714876,Transfer
A682707,Euthanasia
A759343,Transfer
A753526,Transfer
A613676,Return to Owner
A749135,Adoption
A667519,Transfer
A699781,Transfer
A725396,Adoption
A751508,Transfer
A704183,Transfer
A642416,Transfer
A685386,Adoption
A554737,Transfer
A724287,Return to Owner
A722988,Adoption
A674528,Transfer
A748040,Transfer
A717180,Transfer
A679733,Adoption
A714654,Transfer
A677083,Adoption
A695683,Return to Owner
A726661,Adoption
A692464,Return to Owner
A666455,Transfer
A711049,Transfer
A684363,Adoption
A694780,Return to Owner
A674403,Transfer
A727513,Adoption
A740590,Adoption
A727205,Adoption
A667954,Transfer
A690609,Adoption
A667525,Adoption
A754143,Transfer
A734407,Adoption
A695126,Adoption
A751445,Adoption
A724353,Euthanasia
A686723,Adoption
A721352,Adoption
A752282,Adoption
A751874,Transfer
A702102,Adoption
A759162,Adoption
A685498,Adoption
A701532,Adoption
A751122,Adoption
A725286,Return to Owner
A754501,Adoption
A727472,Adoption
A706090,Transfer
A724169,Adoption
A672010,Adoption
A705336,Adoption
A755224,Transfer
A675480,Euthanasia
A683782,Transfer
A700706,Adoption
A667412,Transfer
A681442,Transfer
A737291,Euthanasia
A752694,Transfer
A732792,Adoption
A691476,Adoption
A724021,Adoption
A756330,Return to Owner
A727607,Transfer
A688894,Euthanasia
A704634,Transfer
A680856,Return to Owner
A693641,Adoption
A754960,Adoption
A746469,Adoption
A702787,Transfer
A745124,Adoption
A734566,Died
A691283,Transfer
A687834,Transfer
A700454,Transfer
A765205,Adoption
A761899,Transfer
A748272,Adoption
A688736,Transfer
A738561,Return to Owner
A693123,Adoption
A742445,Adoption
A731613,Transfer
A756624,Transfer
A670737,Adoption
A703115,Adoption
A710542,Transfer
A683673,Transfer
A686777,Euthanasia
A704620,Adoption
A698294,Return to Owner
A695239,Adoption
A738084,Adoption
A712827,Adoption
A758410,Transfer
A765188,Transfer
A662652,Adoption
A684783,Adoption
A696328,Transfer
A700971,Euthanasia
A682417,Adoption
A723994,Adoption
A719317,Euthanasia
A757348,Transfer
A685763,Adoption
A737878,Transfer
A704152,Euthanasia
A754705,Adoption
A678032,Return to Owner
A740310,Adoption
A758649,Transfer
A679366,Transfer
A674155,Return to Owner
A736382,Transfer
A568915,Adoption
A696361,Adoption
A665622,Transfer
A726287,Adoption
A727248,Adoption
A743064,Transfer
A759663,Adoption
A752847,Adoption
A714160,Euthanasia
A730904,Adoption
A669887,Adoption
A694562,Transfer
A696483,Return to Owner
A711517,Transfer
A750232,Transfer
A592428,Return to Owner
A677032,Transfer
A738029,Transfer
A702590,Return to Owner
A722090,Adoption
A747041,Return to Owner
A721074,Adoption
A648320,Return to Owner
A672166,Transfer
A729989,Transfer
A731452,Adoption
A679129,Adoption
A752920,Transfer
A710007,Transfer
A691922,Transfer
A699561,Transfer
A687894,Transfer
A738921,Adoption
A758894,Adoption
A711762,Transfer
A705588,Adoption
A667060,Transfer
A702400,Adoption
A680852,Adoption
A672198,Euthanasia
A742885,Adoption
A741021,Adoption
A693639,Return to Owner
A666795,Adoption
A739134,Adoption
A684620,Adoption
A697706,Transfer
A663893,Adoption
A718919,Transfer
A761247,Transfer
A697709,Return to Owner
A699922,Return to Owner
A668193,Return to Owner
A688427,Transfer
A695054,Return to Owner
A696155,Adoption
A673038,Return to Owner
A738510,Adoption
A714178,Adoption
A753205,Adoption
A688156,Transfer
A641346,Transfer
A724495,Transfer
A677000,Return to Owner
A687199,Transfer
A704683,Transfer
A683812,Transfer
A752997,Euthanasia
A704509,Transfer
A733834,Adoption
A736324,Adoption
A720854,Transfer
A521781,Return to Owner
A706895,Return to Owner
A702804,Adoption
A749458,Transfer
A687284,Disposal
A760851,Return to Owner
A702485,Adoption
A718097,Transfer
A721456,Adoption
A735969,Adoption
A724761,Adoption
A718216,Adoption
A720222,Transfer
A751955,Adoption
A745077,Transfer
A720382,Adoption
A758527,Adoption
A738101,Return to Owner
A718656,Transfer
A698183,Euthanasia
A684962,Transfer
A676550,Euthanasia
A703437,Transfer
A696173,Transfer
A752404,Transfer
A678404,Transfer
A713316,Euthanasia
A719220,Adoption
A667876,Transfer
A668283,Return to Owner
A711635,Transfer
A711063,Transfer
A758356,Adoption
A705179,Euthanasia
A700504,Adoption
A683934,Adoption
A719691,Adoption
A704541,Transfer
A682151,Euthanasia
A737473,Adoption
A721872,Adoption
A743861,Transfer
A736365,Adoption
A702332,Transfer
A666825,Return to Owner
A733660,Return to Owner
A667058,Transfer
A727509,Transfer
A705970,Transfer
A685159,Transfer
A734091,Return to Owner
A684200,Return to Owner
A675466,Transfer
A688882,Transfer
A748851,Transfer
A696622,Return to Owner
A673910,Adoption
A667065,Adoption
A596317,Adoption
A760711,Return to Owner
A757346,Transfer
A756548,Transfer
A702401,Return to Owner
A752114,Euthanasia
A692418,Adoption
A723072,Transfer
A726369,Adoption
A707071,Adoption
A703125,Adoption
A726437,Transfer
A763924,Transfer
A751078,Euthanasia
A713960,Transfer
A719785,Euthanasia
A687386,Transfer
A718143,Adoption
A680554,Adoption
A672251,Transfer
A665842,Adoption
A674321,Return to Owner
A714823,Transfer
A707314,Adoption
A654976,Adoption
A655852,Adoption
A669834,Transfer
A735713,Transfer
A724826,Adoption
A677407,Adoption
A676136,Euthanasia
A672055,Transfer
A759675,Euthanasia
A754775,Euthanasia
A718493,Adoption
A709086,Adoption
A705626,Transfer
A669545,Adoption
A677379,Transfer
A730331,Adoption
A739275,Adoption
A735330,Return to Owner
A733638,Transfer
A695185,Return to Owner
A704644,Adoption
A679207,Adoption
A704544,Transfer
A712481,Transfer
A677121,Adoption
A719059,Return to Owner
A719594,Adoption
A752975,Transfer
A741870,Adoption
A674931,Adoption
A736119,Adoption
A686689,Transfer
A726479,Transfer
A758089,Adoption
A665603,Transfer
A707323,Adoption
A663138,Adoption
A678870,Adoption
A753521,Adoption
A680902,Return to Owner
A727680,Euthanasia
A703992,Transfer
A734464,Euthanasia
A666618,Transfer
A697110,Adoption
A692952,Transfer
A709091,Return to Owner
A671106,Transfer
A734652,Transfer
A703654,Transfer
A688673,Transfer
A698927,Return to Owner
A687773,Transfer
A680371,Transfer
A680367,Euthanasia
A704829,Died
A762218,Transfer
A697610,Adoption
A699105,Adoption
A665108,Euthanasia
A756945,Return to Owner
A670473,Return to Owner
A708615,Adoption
A553074,Return to Owner
A710104,Adoption
A666155,Return to Owner
A729030,Died
A750625,Adoption
A706140,Adoption
A751381,Adoption
A720262,Adoption
A737833,Return to Owner
A702739,Transfer
A692296,Transfer
A723594,Transfer
A682726,Euthanasia
A719813,Adoption
A687554,Transfer
A676619,Transfer
A744191,Return to Owner
A722058,Adoption
A755615,Adoption
A692505,Transfer
A670264,Adoption
A741486,Euthanasia
A727369,Adoption
A721539,Return to Owner
A758175,Transfer
A727483,Adoption
A696222,Transfer
A702268,Transfer
A713553,Adoption
A757837,Transfer
A759642,Transfer
A678067,Adoption
A673401,Transfer
A687877,Adoption
A757002,Adoption
A716930,Adoption
A669900,Adoption
A712439,Adoption
A682170,Transfer
A749563,Transfer
A740020,Adoption
A750105,Transfer
A725476,Adoption
A708802,Transfer
A694119,Transfer
A732133,Adoption
A758681,Transfer
A730985,Adoption
A761328,Transfer
A748692,Adoption
A695654,Euthanasia
A635769,Return to Owner
A735981,Died
A760108,Return to Owner
A764775,Adoption
A666419,Euthanasia
A679639,Transfer
A758398,Adoption
A743815,Return to Owner
A711236,Return to Owner
A737437,Transfer
A749545,Transfer
A751495,Adoption
A727604,Adoption
A622150,Return to Owner
A720171,Euthanasia
A715589,Transfer
A729647,Transfer
A731907,Euthanasia
A722252,Euthanasia
A760384,Adoption
A700817,Transfer
A665000,Transfer
A736226,Adoption
A717526,Adoption
A737865,Transfer
A647859,Transfer
A748748,Return to Owner
A715656,Transfer
A702737,Transfer
A671436,Adoption
A752212,Euthanasia
A721219,Adoption
A681347,Adoption
A676438,Transfer
A733872,Adoption
A737097,Transfer
A758799,Return to Owner
A658100,Adoption
A692579,Transfer
A165752,Return to Owner
A734302,Disposal
A746002,Adoption
A755363,Adoption
A742211,Return to Owner
A758565,Adoption
A757249,Adoption
A710929,Transfer
A712823,Transfer
A755444,Adoption
A699380,Adoption
A697303,Adoption
A759303,Transfer
A757474,Return to Owner
A737585,Adoption
A712687,Adoption
A692910,Adoption
A710317,Return to Owner
A666253,Euthanasia
A746180,Transfer
A728257,Adoption
A732163,Transfer
A677334,Transfer
A703607,Adoption
A729668,Adoption
A664820,Transfer
A693814,Adoption
A723586,Adoption
A731856,Transfer
A599278,Return to Owner
A705746,Return to Owner
A718297,Euthanasia
A675321,Adoption
A678077,Adoption
A741646,Adoption
A696078,Transfer
A671774,Euthanasia
A731492,Transfer
A737519,Adoption
A755608,Transfer
A680834,Transfer
A687256,Adoption
A703963,Transfer
A729613,Adoption
A720470,Adoption
A733871,Adoption
A737462,Adoption
A698341,Adoption
A740304,Transfer
A704094,Transfer
A743276,Adoption
A673111,Adoption
A738244,Return to Owner
A743435,Adoption
A722125,Return to Owner
A687217,Transfer
A754504,Adoption
A667843,Return to Owner
A750507,Return to Owner
A623762,Adoption
A666005,Disposal
A739419,Transfer
A703621,Transfer
A752977,Transfer
A726578,Return to Owner
A705922,Euthanasia
A680048,Transfer
A754032,Transfer
A663909,Transfer
A672233,Adoption
A716290,Return to Owner
A725691,Adoption
A748898,Adoption
A714373,Adoption
A679965,Transfer
A689965,Euthanasia
A718544,Return to Owner
A697339,Adoption
A730272,Euthanasia
A748682,Return to Owner
A730062,Adoption
A689009,Transfer
A703396,Euthanasia
A744086,Return to Owner
A764497,Adoption
A727650,Adoption
A664260,Transfer
A673101,Adoption
A692415,Transfer
A728296,Euthanasia
A673616,Adoption
A689449,Adoption
A670068,Return to Owner
A687954,Return to Owner
A685260,Adoption
A719169,Transfer
A714006,Adoption
A716547,Transfer
A696725,Adoption
A731693,Adoption
A753114,Transfer
A431615,Adoption
A706689,Adoption
A718267,Return to Owner
A713010,Transfer
A666652,Return to Owner
A695483,Return to Owner
A669387,Return to Owner
A726583,Adoption
A723260,Adoption
A646955,Return to Owner
A666077,Adoption
A706423,Return to Owner
A733605,Return to Owner
A716583,Return to Owner
A713224,Euthanasia
A766024,Return to Owner
A759918,Adoption
A702724,Return to Owner
A695477,Adoption
A733524,Euthanasia
A696014,Euthanasia
A680438,Transfer
A724456,Return to Owner
A679599,Return to Owner
A737960,Adoption
A698127,Adoption
A746970,Adoption
A753646,Return to Owner
A683196,Adoption
A699797,Transfer
A717403,Return to Owner
A710384,Transfer
A711453,Transfer
A720674,Transfer
A619879,Return to Owner
A747752,Euthanasia
A735308,Transfer
A619960,Euthanasia
A754496,Adoption
A720801,Transfer
A661818,Adoption
A712673,Adoption
A724058,Adoption
A688155,Transfer
A674421,Adoption
A720582,Euthanasia
A748198,Adoption
A676080,Transfer
A678758,Return to Owner
A729831,Adoption
A749465,Adoption
A714183,Adoption
A678833,Transfer
A674249,Adoption
A763796,Transfer
A717005,Return to Owner
A682063,Transfer
A749609,Adoption
A681975,Transfer
A728052,Adoption
A693286,Euthanasia
A691861,Euthanasia
A711089,Return to Owner
A763834,Rto-Adopt
A694017,Adoption
A668784,Transfer
A738265,Adoption
A697078,Transfer
A754009,Adoption
A697307,Adoption
A717556,Transfer
A720586,Adoption
A704187,Adoption
A718514,Adoption
A714382,Adoption
A753563,Adoption
A679058,Return to Owner
A759448,Adoption
A572166,Adoption
A727720,Adoption
A747300,Euthanasia
A729334,Adoption
A678332,Transfer
A702746,Transfer
A725956,Return to Owner
A730091,Transfer
A690329,Adoption
A682711,Euthanasia
A692864,Return to Owner
A681771,Transfer
A679376,Adoption
A666701,Adoption
A734475,Transfer
A762277,Adoption
A746713,Euthanasia
A762448,Transfer
A724878,Adoption
A747421,Transfer
A690992,Adoption
A711964,Adoption
A736232,Adoption
A752255,Transfer
A728373,Adoption
A515271,Adoption
A715684,Euthanasia
A685244,Adoption
A696784,Transfer
A697489,Adoption
A753113,Return to Owner
A756591,Adoption
A705106,Adoption
A694321,Return to Owner
A685992,Adoption
A663690,Adoption
A764234,Adoption
A679092,Adoption
A748792,Transfer
A681136,Transfer
A737412,Adoption
A712676,Transfer
A679732,Adoption
A697173,Return to Owner
A733479,Adoption
A680143,Transfer
A689730,Adoption
A753517,Return to Owner
A742558,Adoption
A700466,Return to Owner
A735244,Adoption
A729455,Transfer
A758867,Transfer
A723786,Disposal
